ip_address,device_id,otp_delay,geo_distance,login_time,attempt_count,browser_info,is_new_ip,past_failures,network_type
11.99.221.19,dev_83,66,1734.6,13:40,6,Opera,True,4,Ethernet
181.116.181.49,dev_186,13,12375.17,04:41,6,Safari,True,2,Ethernet
169.51.145.25,dev_169,23,1925.19,13:40,4,Safari,False,5,WiFi
175.167.29.84,dev_211,42,1086.08,05:40,1,Firefox,True,3,WiFi
86.121.76.202,dev_278,33,6394.4,15:12,5,Edge,True,3,VPN
133.108.178.115,dev_258,88,13963.46,13:33,3,Safari,False,0,Mobile
185.114.93.199,dev_131,54,9432.29,01:14,3,Chrome,True,4,Mobile
171.47.253.133,dev_31,4,12887.11,04:45,2,Edge,False,0,VPN
37.139.117.3,dev_191,68,11886.46,01:52,4,Opera,True,3,VPN
19.226.108.249,dev_282,44,6451.94,19:23,4,Opera,True,1,Mobile
195.25.139.42,dev_70,56,412.43,22:39,5,Edge,True,0,Ethernet
175.202.62.73,dev_7,84,981.15,18:39,1,Chrome,True,0,VPN
150.178.157.192,dev_103,20,905.9,01:15,4,Edge,False,5,VPN
10.231.71.86,dev_293,39,11796.22,04:58,3,Chrome,False,3,Mobile
112.182.91.24,dev_275,63,11444.19,01:43,6,Opera,False,3,Ethernet
218.121.185.5,dev_78,64,3049.85,21:56,4,Chrome,False,2,Mobile
112.249.18.195,dev_66,33,3928.43,19:51,5,Safari,False,4,VPN
198.206.225.230,dev_205,20,10762.62,21:51,2,Opera,False,4,WiFi
255.160.231.113,dev_124,88,5728.72,07:48,1,Opera,False,0,Ethernet
65.95.244.85,dev_3,58,8108.46,11:51,2,Chrome,True,2,Mobile
171.255.174.32,dev_176,87,12470.74,20:08,6,Chrome,True,4,VPN
197.135.31.29,dev_128,74,13745.93,17:18,5,Safari,False,5,VPN
11.127.83.70,dev_115,8,1079.88,06:43,3,Safari,False,4,WiFi
218.11.6.163,dev_187,83,6960.88,00:52,3,Edge,False,1,WiFi
140.47.83.216,dev_223,58,12323.52,20:17,1,Firefox,True,4,VPN
134.255.217.227,dev_11,9,4735.5,20:39,3,Safari,True,5,Mobile
153.227.240.182,dev_155,6,11331.62,18:55,3,Firefox,False,4,Ethernet
158.0.221.188,dev_64,49,5809.46,07:09,1,Safari,True,2,VPN
209.76.177.143,dev_244,62,5079.59,08:40,6,Firefox,False,2,WiFi
243.46.197.170,dev_215,87,10750.38,19:24,4,Chrome,True,3,WiFi
135.139.252.167,dev_161,55,10935.98,15:36,6,Safari,True,4,VPN
196.88.50.49,dev_214,24,8268.92,08:35,4,Edge,False,2,VPN
29.223.181.84,dev_225,47,4929.68,14:25,4,Safari,True,3,Ethernet
17.95.172.165,dev_66,7,9902.29,23:01,3,Firefox,True,4,Ethernet
227.235.200.82,dev_100,27,1824.03,08:56,6,Opera,True,1,VPN
254.246.138.71,dev_66,25,10179.13,10:03,4,Chrome,False,4,Mobile
99.99.143.74,dev_275,63,14906.2,23:03,2,Safari,False,1,WiFi
23.30.142.151,dev_120,80,13926.96,15:54,3,Firefox,True,0,WiFi
14.170.43.123,dev_241,8,7573.49,15:49,5,Edge,True,0,Ethernet
160.16.226.34,dev_18,10,1035.62,11:40,3,Chrome,False,4,Mobile
119.184.138.251,dev_91,39,12839.99,03:09,3,Safari,False,4,Ethernet
255.227.155.96,dev_94,55,9294.51,07:39,6,Firefox,True,0,Mobile
82.72.54.188,dev_248,29,9778.42,18:17,3,Edge,False,5,Mobile
189.29.208.208,dev_173,68,11156.02,19:41,6,Opera,True,2,WiFi
251.58.193.176,dev_170,85,8015.42,14:28,3,Opera,True,2,WiFi
227.43.148.15,dev_188,40,11740.33,13:49,6,Firefox,False,2,VPN
72.204.190.37,dev_293,18,2204.39,05:56,4,Chrome,False,2,Mobile
155.129.81.202,dev_22,70,1903.68,11:40,1,Opera,False,4,WiFi
51.212.250.151,dev_75,41,14870.89,05:44,1,Chrome,False,4,VPN
144.219.220.71,dev_288,18,14387.27,02:07,6,Edge,False,0,WiFi
91.111.9.193,dev_87,83,9624.81,11:13,6,Opera,False,4,VPN
188.96.163.243,dev_79,56,13640.37,20:40,3,Safari,False,0,Mobile
108.115.62.191,dev_290,44,2236.63,19:31,3,Safari,False,2,VPN
254.205.214.204,dev_14,89,3902.53,08:27,6,Opera,False,5,Mobile
81.32.1.195,dev_136,72,8936.45,05:06,2,Firefox,True,1,Mobile
113.182.63.192,dev_81,11,8289.55,07:15,2,Edge,True,1,Ethernet
195.84.211.244,dev_55,67,8598.03,09:19,2,Chrome,False,4,VPN
151.205.101.151,dev_49,40,1421.98,10:43,1,Safari,True,2,VPN
81.131.172.132,dev_155,12,13778.23,01:45,3,Chrome,False,0,Ethernet
95.18.30.187,dev_182,71,13805.4,12:42,1,Firefox,False,4,VPN
195.71.83.3,dev_177,78,5605.42,10:46,1,Edge,False,5,WiFi
250.192.87.95,dev_197,79,13021.38,12:10,5,Opera,True,5,Ethernet
136.249.238.253,dev_205,40,12953.98,16:08,1,Chrome,False,2,Mobile
140.109.255.185,dev_2,44,14461.35,20:55,3,Safari,True,2,VPN
84.168.48.210,dev_111,89,7054.03,10:44,6,Firefox,True,0,VPN
218.178.62.100,dev_3,72,14327.38,22:45,4,Firefox,True,2,WiFi
237.105.103.183,dev_238,72,4570.82,21:08,5,Firefox,True,3,WiFi
87.125.158.33,dev_164,41,10096.89,23:10,2,Edge,True,3,Ethernet
128.80.61.109,dev_186,83,13284.81,11:49,5,Edge,False,0,Ethernet
49.6.92.54,dev_49,25,11523.77,20:42,3,Firefox,True,5,Mobile
195.206.42.202,dev_140,58,13443.85,20:42,1,Edge,False,1,Ethernet
112.40.63.1,dev_15,61,2793.32,01:43,4,Safari,False,5,WiFi
16.5.149.55,dev_165,9,1280.56,01:40,3,Edge,True,2,Ethernet
90.236.113.166,dev_208,12,6416.55,16:57,6,Firefox,False,0,Mobile
204.136.89.17,dev_40,42,12190.14,13:29,1,Opera,True,4,VPN
127.65.241.228,dev_255,40,8789.22,13:45,1,Edge,False,2,Ethernet
42.81.158.226,dev_191,63,8944.3,01:15,2,Edge,False,5,Mobile
54.86.40.126,dev_211,18,11785.34,15:10,3,Opera,False,0,Ethernet
231.172.204.178,dev_43,30,12539.53,13:28,5,Opera,True,3,WiFi
222.204.99.69,dev_263,60,5052.43,00:40,5,Firefox,True,4,Ethernet
95.138.46.235,dev_13,53,13361.76,21:23,2,Firefox,False,0,WiFi
78.145.177.98,dev_257,40,14300.08,19:58,2,Chrome,True,0,VPN
48.169.83.175,dev_79,51,4412.93,19:42,4,Safari,False,2,WiFi
44.47.33.236,dev_92,7,1357.6,19:31,3,Edge,True,0,WiFi
62.59.154.99,dev_231,89,6965.88,09:34,4,Opera,True,1,Mobile
115.130.190.210,dev_53,1,11173.66,16:17,2,Opera,True,1,Ethernet
214.87.243.217,dev_124,41,3364.19,04:56,5,Safari,True,1,WiFi
12.103.181.68,dev_7,35,3802.7,09:34,4,Firefox,True,1,VPN
41.39.174.237,dev_213,90,8673.44,03:40,6,Firefox,True,4,WiFi
246.222.227.150,dev_110,35,8012.12,08:07,5,Opera,True,5,Mobile
246.42.144.79,dev_285,3,7783.54,03:16,4,Firefox,True,5,Ethernet
85.234.122.98,dev_105,75,2623.11,10:48,4,Opera,False,1,Mobile
143.124.223.144,dev_134,16,7936.64,21:51,6,Edge,False,4,Ethernet
37.3.225.49,dev_260,48,7091.2,18:24,2,Edge,True,0,VPN
62.35.117.113,dev_68,52,4961.92,13:06,1,Chrome,True,3,Mobile
163.235.180.127,dev_90,10,7686.16,22:21,1,Safari,True,1,WiFi
64.186.133.15,dev_213,53,4681.63,00:03,2,Edge,False,0,WiFi
121.104.58.150,dev_133,82,9708.0,04:16,5,Safari,True,0,WiFi
199.38.151.235,dev_17,18,12275.75,05:19,5,Firefox,True,2,VPN
110.142.113.247,dev_201,67,1678.86,22:31,4,Opera,False,5,WiFi
132.186.179.174,dev_226,50,3492.9,13:39,6,Opera,True,2,VPN
143.245.67.134,dev_63,75,8644.76,10:07,4,Chrome,False,2,WiFi
164.33.197.204,dev_196,79,5636.21,08:14,4,Chrome,False,1,Ethernet
243.204.152.155,dev_54,6,2417.81,12:55,6,Safari,True,3,VPN
164.75.222.129,dev_176,2,5154.97,04:30,2,Chrome,False,3,Mobile
97.102.170.150,dev_48,6,1677.99,14:29,4,Opera,False,4,WiFi
31.103.52.201,dev_176,24,9835.23,18:22,1,Chrome,True,0,Mobile
176.54.193.170,dev_236,57,13823.03,12:29,3,Chrome,False,2,VPN
200.19.242.220,dev_299,43,844.36,18:42,1,Opera,False,2,VPN
96.138.177.250,dev_88,19,3992.33,07:37,2,Chrome,True,5,WiFi
11.2.61.128,dev_151,22,14660.52,00:07,1,Opera,True,0,WiFi
96.11.98.95,dev_194,24,8878.08,06:06,2,Chrome,False,3,Mobile
166.58.18.194,dev_225,14,3523.01,22:49,1,Firefox,False,5,WiFi
165.79.195.110,dev_37,83,3672.65,00:33,5,Opera,True,5,Ethernet
217.215.139.24,dev_39,66,1755.7,07:17,2,Opera,True,0,Ethernet
147.231.183.255,dev_44,84,11147.7,13:24,4,Edge,False,5,VPN
131.33.175.51,dev_211,4,432.7,20:07,1,Edge,True,5,WiFi
15.137.139.171,dev_202,90,6618.36,05:03,3,Edge,False,0,Ethernet
145.159.102.137,dev_275,49,9509.78,15:22,6,Chrome,True,0,WiFi
141.5.61.59,dev_40,60,9191.24,14:04,5,Opera,False,4,WiFi
95.2.26.236,dev_163,67,66.79,17:24,2,Chrome,False,4,Mobile
104.151.103.40,dev_245,33,2560.47,08:13,6,Firefox,True,0,WiFi
190.128.144.97,dev_214,64,7461.68,19:45,3,Safari,True,4,Mobile
158.108.31.236,dev_228,18,583.34,21:05,2,Opera,False,1,Mobile
192.196.81.196,dev_161,5,13784.6,00:00,2,Opera,False,1,Mobile
31.197.198.208,dev_80,20,11585.29,19:27,6,Safari,False,1,Ethernet
46.41.103.178,dev_50,38,7655.85,06:15,2,Chrome,False,3,WiFi
73.166.168.73,dev_158,45,2533.88,17:07,1,Chrome,True,5,WiFi
36.180.71.136,dev_123,43,1143.16,11:28,4,Chrome,False,0,VPN
227.193.248.75,dev_245,25,5160.32,20:16,2,Safari,True,2,Ethernet
196.161.212.227,dev_10,36,2538.15,09:54,3,Opera,True,3,WiFi
109.12.223.4,dev_195,15,7133.16,03:43,2,Edge,True,3,WiFi
167.252.210.157,dev_204,71,2108.88,23:17,4,Firefox,True,3,WiFi
241.20.158.132,dev_228,18,4070.29,17:07,5,Chrome,True,5,Ethernet
161.238.14.89,dev_220,42,8312.04,03:56,3,Chrome,True,3,Mobile
62.175.8.230,dev_52,27,14924.09,07:40,4,Firefox,True,5,Mobile
251.234.6.89,dev_140,43,99.81,19:06,6,Opera,False,3,VPN
198.53.74.240,dev_221,88,6551.03,09:28,3,Edge,False,2,WiFi
72.30.233.107,dev_54,37,4578.35,02:08,5,Edge,True,1,VPN
79.130.39.94,dev_127,18,1675.07,12:40,6,Firefox,True,0,Mobile
158.11.164.3,dev_66,41,1368.93,21:07,2,Chrome,False,1,WiFi
210.81.179.155,dev_165,36,10524.44,21:40,5,Edge,False,0,VPN
38.5.164.171,dev_46,55,11911.6,00:14,2,Chrome,True,4,VPN
196.252.16.233,dev_184,8,9936.93,08:47,6,Chrome,True,0,VPN
31.174.194.131,dev_212,6,10329.67,16:58,3,Chrome,True,5,Ethernet
180.17.253.105,dev_169,43,1158.44,17:55,2,Firefox,True,4,VPN
159.209.57.245,dev_17,57,7659.68,21:24,3,Safari,False,4,Ethernet
98.131.14.4,dev_75,75,681.2,04:19,3,Opera,True,4,Mobile
167.52.111.248,dev_165,62,915.88,12:22,4,Chrome,False,3,WiFi
30.87.255.158,dev_66,39,13406.76,16:04,6,Safari,False,1,Mobile
239.14.234.77,dev_55,64,7635.98,10:04,1,Firefox,False,0,Mobile
179.58.108.8,dev_74,79,4489.18,00:03,6,Safari,False,2,VPN
126.72.235.74,dev_41,78,12191.23,16:40,6,Safari,True,3,Mobile
126.90.91.227,dev_156,17,7426.11,00:36,2,Opera,True,1,WiFi
211.69.14.247,dev_83,63,8892.95,22:26,5,Edge,True,4,Ethernet
198.213.14.232,dev_262,76,2470.14,10:41,2,Chrome,False,3,WiFi
211.86.212.70,dev_144,59,4609.15,22:08,1,Chrome,False,4,Mobile
88.49.82.150,dev_289,15,2836.22,03:51,4,Safari,True,1,VPN
55.221.98.105,dev_158,4,2396.51,08:33,6,Opera,True,0,WiFi
88.114.176.104,dev_65,85,13318.7,09:39,6,Chrome,False,1,Ethernet
28.234.90.24,dev_179,2,8068.64,03:08,6,Chrome,True,4,Ethernet
178.199.187.56,dev_27,14,10899.67,17:09,2,Firefox,False,3,Mobile
204.244.99.97,dev_58,16,14311.09,12:40,3,Safari,False,2,VPN
90.238.238.210,dev_282,85,13383.27,10:26,4,Opera,True,1,Mobile
248.18.62.212,dev_164,80,12627.37,06:35,4,Firefox,True,5,Ethernet
111.226.35.251,dev_213,56,10455.04,21:12,4,Safari,True,5,Mobile
153.83.157.222,dev_138,30,11459.86,08:25,6,Opera,True,3,WiFi
33.229.29.244,dev_223,81,4476.38,08:28,4,Chrome,True,3,VPN
200.133.251.230,dev_162,76,920.7,19:27,3,Opera,False,1,WiFi
194.246.20.113,dev_270,27,8743.47,18:45,6,Chrome,False,1,WiFi
91.13.148.7,dev_66,56,4085.93,21:36,4,Firefox,True,4,WiFi
62.6.82.203,dev_235,27,4346.08,15:30,1,Opera,False,1,Mobile
130.31.70.139,dev_16,85,3658.08,06:32,1,Firefox,True,4,VPN
63.166.8.157,dev_59,86,12308.88,14:34,5,Opera,True,5,Mobile
174.16.80.53,dev_299,39,12361.81,23:39,5,Safari,True,0,WiFi
110.87.44.67,dev_138,17,2524.44,05:05,1,Chrome,True,1,Ethernet
215.182.52.229,dev_152,37,12589.33,12:48,5,Safari,True,0,WiFi
136.253.148.73,dev_173,8,14190.11,01:59,1,Opera,True,0,Ethernet
124.132.12.223,dev_201,25,7871.59,07:00,6,Firefox,True,3,WiFi
150.215.220.5,dev_189,10,9783.61,14:00,2,Firefox,False,4,Ethernet
81.21.29.109,dev_179,58,13099.73,01:08,3,Opera,False,5,WiFi
79.67.224.140,dev_5,46,418.93,20:40,4,Firefox,False,0,Mobile
213.116.57.158,dev_148,33,3362.64,01:27,5,Edge,True,4,WiFi
45.62.216.163,dev_230,86,3138.0,08:32,5,Edge,False,4,Mobile
237.242.73.200,dev_120,47,4132.29,22:15,3,Opera,False,5,WiFi
161.248.169.30,dev_279,89,11623.13,04:00,4,Safari,False,1,WiFi
97.230.152.233,dev_70,16,10979.61,03:55,5,Chrome,True,4,Mobile
87.162.157.149,dev_22,26,4091.18,03:07,5,Safari,False,1,WiFi
167.124.239.23,dev_228,62,3666.22,03:48,2,Opera,True,0,Mobile
81.103.239.81,dev_294,40,124.18,21:29,1,Edge,False,2,Ethernet
250.252.238.210,dev_72,76,8549.84,17:01,1,Edge,False,0,WiFi
65.185.157.220,dev_30,28,14389.09,11:41,6,Firefox,True,1,VPN
15.101.34.236,dev_263,41,163.23,16:23,2,Firefox,False,1,Mobile
143.128.171.235,dev_262,66,2528.96,09:35,3,Chrome,True,3,WiFi
123.178.105.103,dev_192,55,9037.11,12:29,2,Safari,True,2,VPN
114.173.17.17,dev_111,70,5155.21,06:11,4,Chrome,False,4,WiFi
219.142.103.135,dev_6,67,2148.54,18:27,1,Edge,True,0,VPN
14.34.124.27,dev_63,30,13138.32,15:35,4,Edge,False,5,WiFi
212.246.181.143,dev_30,21,11089.18,14:42,1,Chrome,False,2,Mobile
55.72.139.91,dev_243,80,1648.96,01:00,6,Firefox,False,0,WiFi
45.25.138.51,dev_25,19,6746.91,11:26,5,Firefox,False,2,Ethernet
200.230.45.246,dev_203,44,3242.54,20:27,2,Chrome,True,2,VPN
194.18.210.209,dev_13,37,6551.91,01:50,6,Opera,False,3,VPN
227.121.183.228,dev_200,29,8075.97,09:02,4,Safari,False,3,Mobile
178.45.95.122,dev_157,69,14945.4,16:07,5,Safari,True,0,Mobile
58.136.220.94,dev_276,4,12333.76,21:18,2,Opera,False,4,WiFi
239.78.235.25,dev_35,1,1680.06,17:06,3,Opera,True,1,VPN
174.198.143.246,dev_219,64,14607.05,18:21,4,Opera,False,2,VPN
40.226.161.151,dev_166,90,1776.69,23:50,4,Firefox,False,1,VPN
250.100.125.202,dev_224,60,4911.08,00:42,3,Firefox,False,2,WiFi
250.1.89.4,dev_127,86,13037.13,19:30,5,Chrome,False,5,Mobile
77.70.251.229,dev_60,2,12500.79,02:52,3,Edge,False,1,Ethernet
109.20.121.221,dev_245,49,3652.2,18:12,4,Safari,True,1,WiFi
208.80.196.93,dev_74,86,7222.23,00:02,1,Edge,False,3,WiFi
122.100.185.251,dev_253,64,11955.6,21:41,6,Firefox,True,1,Ethernet
213.82.24.115,dev_188,49,12134.92,22:43,4,Firefox,True,5,VPN
182.221.40.28,dev_29,66,7008.62,03:41,5,Chrome,True,3,WiFi
148.38.104.248,dev_151,6,13991.35,10:22,5,Firefox,True,3,VPN
144.135.113.129,dev_106,86,9444.93,11:11,6,Safari,True,2,VPN
235.18.103.244,dev_133,86,148.0,19:24,2,Firefox,True,3,VPN
33.25.254.217,dev_283,6,7713.92,06:15,6,Opera,False,1,Mobile
144.186.46.126,dev_7,42,10689.0,09:22,5,Safari,True,2,Mobile
30.201.196.78,dev_288,49,4255.73,08:20,6,Safari,False,2,WiFi
232.111.0.210,dev_213,85,14943.71,21:12,5,Chrome,True,4,VPN
105.183.181.185,dev_49,46,9062.49,21:46,5,Chrome,False,2,WiFi
181.154.219.1,dev_34,3,7896.36,06:07,2,Safari,False,3,Mobile
185.91.191.82,dev_37,23,11634.53,15:54,5,Edge,True,0,WiFi
146.234.147.194,dev_299,37,11777.3,17:08,4,Edge,False,3,VPN
149.32.105.93,dev_87,44,12130.18,04:31,5,Opera,True,3,WiFi
106.181.155.245,dev_145,35,1472.57,11:29,6,Opera,False,5,VPN
17.219.181.230,dev_181,34,10424.46,23:10,3,Opera,False,1,Ethernet
195.99.65.62,dev_254,78,11925.29,13:28,1,Opera,True,0,Ethernet
76.103.74.132,dev_88,16,203.83,15:40,2,Safari,False,5,Ethernet
62.123.61.248,dev_272,84,13649.86,17:00,4,Safari,True,0,WiFi
102.92.164.29,dev_220,16,79.69,00:20,6,Firefox,False,3,WiFi
167.75.8.16,dev_198,51,1125.14,17:17,6,Edge,True,2,WiFi
174.246.42.204,dev_240,8,1042.74,15:29,2,Chrome,False,0,Ethernet
235.221.75.81,dev_59,62,3009.62,03:09,4,Edge,False,2,VPN
54.72.232.88,dev_30,56,2752.36,11:20,3,Edge,False,1,Ethernet
241.90.50.91,dev_60,39,5450.2,17:04,3,Firefox,True,2,Mobile
127.109.25.159,dev_160,51,7998.78,15:19,3,Edge,False,1,VPN
200.71.192.252,dev_13,64,12673.52,18:44,3,Safari,True,4,Ethernet
113.196.156.17,dev_124,84,8279.3,09:08,6,Safari,True,2,VPN
103.119.27.128,dev_55,31,9136.21,00:06,3,Firefox,True,3,Ethernet
120.234.1.27,dev_11,8,1875.44,13:20,6,Chrome,True,3,Mobile
56.192.132.186,dev_104,88,4260.28,14:35,1,Edge,True,3,WiFi
218.146.225.68,dev_225,84,1026.38,00:28,4,Safari,False,1,Mobile
163.162.235.56,dev_217,56,221.58,14:18,4,Opera,False,0,Mobile
190.111.173.232,dev_289,20,6007.48,18:34,2,Edge,False,3,Mobile
77.13.167.157,dev_28,8,851.43,01:16,4,Chrome,False,5,Mobile
10.202.168.212,dev_236,53,9901.31,13:41,5,Chrome,True,5,VPN
34.205.83.88,dev_22,72,5637.39,09:38,6,Firefox,True,2,WiFi
36.114.119.119,dev_103,52,42.18,12:53,4,Edge,True,4,Ethernet
13.170.241.136,dev_154,34,5654.98,01:42,2,Firefox,False,2,Mobile
212.144.136.125,dev_104,41,13400.43,06:15,1,Firefox,True,5,VPN
76.112.173.162,dev_108,8,13461.0,14:34,4,Edge,False,3,Mobile
15.35.170.6,dev_69,90,12423.04,16:07,2,Chrome,True,5,WiFi
199.190.107.249,dev_101,36,1586.64,02:47,6,Firefox,False,2,WiFi
199.46.149.104,dev_241,78,3069.98,06:56,1,Opera,False,4,VPN
240.15.137.189,dev_148,27,14707.75,10:09,1,Chrome,True,1,Ethernet
220.99.154.91,dev_104,28,2232.23,00:24,1,Opera,True,3,Mobile
116.71.201.122,dev_156,49,1361.34,06:08,5,Firefox,False,3,Mobile
188.73.11.23,dev_219,59,6756.71,22:53,2,Edge,False,3,Ethernet
246.182.168.142,dev_37,43,10450.42,18:04,1,Edge,False,4,Ethernet
55.201.168.65,dev_75,77,2877.76,18:49,6,Chrome,True,0,WiFi
223.87.251.218,dev_46,24,6650.04,01:06,3,Opera,True,3,WiFi
198.190.216.198,dev_278,85,13348.01,16:45,6,Safari,True,0,WiFi
142.33.47.159,dev_140,20,4367.32,20:28,2,Chrome,True,2,Mobile
31.186.121.59,dev_284,75,5759.68,05:16,4,Safari,False,0,WiFi
202.134.103.165,dev_211,2,9253.47,16:26,2,Opera,True,3,Ethernet
64.230.157.24,dev_235,58,1485.45,16:05,6,Opera,False,3,Mobile
80.160.187.55,dev_255,53,14017.02,22:26,2,Safari,True,5,VPN
18.231.211.81,dev_39,16,7633.46,04:30,5,Firefox,True,5,WiFi
182.177.29.182,dev_224,14,9525.16,14:31,3,Safari,False,3,Mobile
220.20.100.26,dev_88,11,8412.51,15:22,4,Safari,False,4,Mobile
42.221.97.218,dev_106,52,10764.62,11:55,1,Chrome,True,2,WiFi
182.30.88.177,dev_264,27,510.69,14:40,2,Opera,False,1,VPN
29.37.97.70,dev_11,39,12421.26,12:30,3,Firefox,True,1,Ethernet
110.243.249.96,dev_298,64,11428.08,15:30,2,Firefox,False,3,Ethernet
15.234.94.220,dev_29,67,6324.77,17:32,1,Firefox,True,0,Mobile
71.218.114.98,dev_261,87,12493.26,03:49,4,Safari,False,4,VPN
28.32.230.204,dev_277,51,7720.81,17:18,6,Chrome,False,1,WiFi
64.75.170.239,dev_233,73,5305.4,16:16,6,Opera,True,3,WiFi
107.148.224.97,dev_65,73,193.64,01:06,3,Chrome,True,2,WiFi
174.31.251.105,dev_269,34,1674.54,11:01,5,Safari,True,3,Mobile
220.30.91.98,dev_91,64,4327.06,08:41,5,Firefox,False,1,Ethernet
159.95.238.156,dev_181,40,8459.53,00:08,1,Edge,True,5,Mobile
138.205.252.134,dev_51,29,11805.08,16:17,5,Firefox,True,3,VPN
121.13.103.114,dev_268,60,11846.17,05:40,1,Safari,False,1,WiFi
235.9.80.243,dev_280,10,12284.22,15:25,5,Edge,True,5,WiFi
151.49.249.93,dev_274,83,9247.13,12:35,3,Safari,True,5,WiFi
109.204.10.17,dev_146,23,717.54,12:04,2,Firefox,False,3,Mobile
247.21.213.84,dev_242,70,12949.76,22:46,6,Safari,False,4,Mobile
190.111.197.27,dev_289,80,4732.78,06:32,5,Edge,True,3,Ethernet
82.71.28.21,dev_49,51,11924.97,01:33,5,Edge,True,0,Mobile
249.86.65.105,dev_50,3,13446.43,17:12,2,Safari,True,4,VPN
153.111.61.7,dev_170,46,9253.07,09:55,3,Chrome,True,0,Ethernet
44.64.118.195,dev_123,66,7965.48,17:14,6,Safari,True,5,WiFi
165.194.71.41,dev_273,88,5841.04,10:42,6,Edge,True,3,Ethernet
207.110.38.25,dev_37,53,7961.91,18:16,6,Edge,False,1,Ethernet
174.81.87.183,dev_174,49,6481.46,12:30,6,Opera,False,3,WiFi
127.172.35.30,dev_68,85,9808.45,17:03,2,Edge,False,5,Ethernet
104.94.245.180,dev_291,6,7568.9,08:04,1,Chrome,True,0,Mobile
144.55.214.128,dev_138,59,9237.97,13:56,6,Edge,False,1,Mobile
72.78.201.44,dev_266,57,8120.89,07:34,5,Firefox,True,0,VPN
144.163.53.209,dev_249,71,12076.83,21:38,4,Safari,False,3,Mobile
107.12.12.166,dev_41,36,1991.4,09:41,3,Opera,False,4,VPN
189.230.118.175,dev_269,19,5432.72,14:36,4,Safari,True,0,Mobile
105.180.28.147,dev_18,58,1176.0,20:17,1,Chrome,True,4,WiFi
202.165.246.121,dev_136,50,2968.31,05:28,2,Firefox,True,2,Mobile
114.120.129.180,dev_134,75,10829.5,10:39,2,Edge,True,3,VPN
144.125.178.73,dev_252,28,11496.25,07:33,4,Firefox,True,0,Mobile
162.48.98.52,dev_284,2,2329.54,03:24,1,Opera,False,4,WiFi
115.4.149.186,dev_153,90,733.04,19:20,3,Opera,False,5,WiFi
124.149.131.12,dev_215,32,8304.3,18:04,3,Edge,True,5,Ethernet
200.254.13.179,dev_111,64,6137.07,04:30,3,Chrome,True,3,Mobile
246.158.217.101,dev_119,22,1415.86,01:31,5,Firefox,False,0,Ethernet
188.184.48.157,dev_22,41,11254.67,20:53,6,Firefox,False,2,VPN
38.198.148.138,dev_75,50,11185.78,23:01,2,Opera,False,3,VPN
208.123.212.40,dev_73,37,2037.99,08:07,2,Opera,True,3,Ethernet
143.215.247.122,dev_243,75,9637.69,19:23,4,Firefox,True,4,WiFi
251.90.2.192,dev_123,38,8653.59,17:14,6,Chrome,False,5,WiFi
85.242.105.171,dev_241,18,3104.22,11:13,1,Edge,True,1,VPN
178.210.107.207,dev_17,77,9515.43,00:35,1,Safari,False,4,Ethernet
10.134.58.255,dev_56,49,414.92,02:50,1,Chrome,False,5,Mobile
40.215.170.66,dev_273,79,14378.62,01:58,6,Safari,False,3,Mobile
35.79.41.226,dev_131,90,14648.14,04:37,4,Firefox,False,5,WiFi
32.104.83.16,dev_25,77,14730.88,20:09,5,Edge,True,4,VPN
58.239.6.100,dev_200,12,2461.72,16:57,6,Edge,False,3,WiFi
254.138.182.31,dev_172,83,12885.22,06:57,5,Safari,True,3,WiFi
62.246.110.252,dev_133,75,7445.38,18:10,3,Chrome,False,3,Mobile
84.151.165.81,dev_120,58,3018.14,19:57,4,Firefox,True,4,Mobile
197.164.198.37,dev_160,37,9616.06,10:51,3,Edge,True,1,WiFi
142.135.245.27,dev_245,59,10114.57,15:21,4,Firefox,True,4,Ethernet
203.181.131.187,dev_240,10,10120.38,17:56,4,Safari,False,4,WiFi
196.13.195.188,dev_4,33,3521.95,01:10,1,Edge,True,4,VPN
51.75.253.31,dev_155,57,3167.26,14:49,6,Chrome,True,2,Ethernet
101.222.199.47,dev_256,20,13835.87,16:29,4,Safari,False,1,VPN
65.181.188.186,dev_29,13,9484.53,03:05,1,Chrome,True,2,Mobile
12.136.97.85,dev_252,18,3920.07,05:54,4,Chrome,False,0,WiFi
60.6.252.39,dev_241,14,9452.62,18:55,2,Firefox,False,2,Mobile
65.91.77.27,dev_270,10,4356.31,20:01,5,Opera,True,2,Ethernet
163.151.250.173,dev_110,39,6216.07,15:16,1,Opera,False,1,Mobile
38.46.34.254,dev_13,61,8770.42,23:34,1,Opera,False,0,WiFi
75.90.116.105,dev_62,68,755.39,05:04,3,Edge,True,4,VPN
60.36.34.208,dev_228,46,7960.96,03:46,6,Opera,True,4,Ethernet
246.186.101.191,dev_300,56,9506.73,13:18,3,Edge,False,3,VPN
71.37.113.142,dev_57,21,13834.95,07:34,3,Safari,True,5,VPN
194.248.87.2,dev_38,80,7434.92,04:41,1,Chrome,False,4,WiFi
137.233.111.123,dev_257,86,9489.56,01:28,2,Safari,True,1,WiFi
160.165.188.193,dev_282,39,10084.44,03:25,5,Chrome,True,1,Ethernet
184.232.169.72,dev_166,48,4587.29,02:35,6,Safari,True,1,WiFi
123.240.121.184,dev_179,33,5460.08,10:17,6,Opera,True,1,Mobile
98.250.224.247,dev_55,23,12429.25,01:44,1,Safari,True,2,Mobile
